,text,threat
1420,"David Pakman 

Extend PC time?",0
1421,"""
I had a read of that, I think """" principle rather than giving a banned troll the attention he craves. With that in mind, I'm not going to comment there myself.  """,0
1422,"""
what to you mean by """"second warning""""? What of my reaction do you regard as  paranoia? You may consider reverting your edit on russian mafia member page  (Talk) """,0
1423,"""
Dear Lex, Thanks for your clarification of Judge Learned Hand. I guess I should not trust my memory.

The only times I remember citing blogs were the WSJwhen I cited the article, not the commentary, which was an interview. That was deleted.and when I used them as evidence of pro se dissatisfaction.  I see that you also deleted a quote of a court case that was in a blog.  I am positive that that was an accurate quote of a transcript with a statement by a federal judge.  I will have to go read up on Wikipedia sources again.

Also I am positive that the quote about the federal district court discouraging pro ses from using their mediation is correct, but I will have to check on the link.  Why didn't you just flag the source instead of deleting it?

Please don't insult me.  I am not trying to insult you.

Other than my complaints of censorship, please provide three examples of what you claim was my """"disruptive"""" editing.  Or do you just want to go on with the article from where we are?

This is an example of an unsupported statement in the article that I don't believe is true: """"The California rules express a preference for resolution of every case on the merits, even if resolution requires excusing inadvertance by a pro se litigant that would otherwise result in a dismissal. While this rule creates a double standard"""".  I think this means """"pro se litigants get an unfair advantage"""". Wasn't it you that wrote that?
FYI, I was put in jail  for over 4 months solely for engaging in pro se litigation.  The only way I could get out was to agree to withdraw all pro se litigation. My husband was threatened w jail for paying for me to file a complaint while I was in jail and paying for a typist.  And no, I don't believe there is a a history of """"putting people in jail who think the rules don't apply to them and who can't conform themselves to them.""""  To the best of my knowledge, in civilized countries people are only put in jail for committing crimes and as far as summary contempt use of jail is very limited.  I saw an article, for instance, about a judge who put a whole courtroom in jail for 2 hours because of an objectionable ringing  cell phone.   """,0
1424,"""
One more note to Strange Passerby, there's something called WP:BUTTOUT. Mind your own business and could you just stop stalking my edits and just leave me alone? I don't know why you are so bent on wishing the worst for me. Similarly, I am fully competent, and if you think I'm not competent, then maybe just leave. It's editors such as yourself with the accusations and stalking of me that just don't want to make me feel welcome here anymore.   ''''''  What did I do this time? """,0
1425,clans before using any words,0
1426,"Assesment
 Dhangar    .",0
1427,"Burn Halo 

It says on the page that The Rev and Syn have joined James Hart's new project Burn Halo, but I've yet to find anything confirming The Rev and nothing about Syn besides soloing in one song. Syn has not been the only guitarist to record a solo or guitar pieces for Burning Halo. Does anyone have information to this being an actual side project and not just an association?",0
1428,"Daniel, I'm trying to go through some of the deletion noms. It's good to see that other editors have also taken an itnerest and established the encyclopedic quality of many of the images. I don't know a great deal about electronic so I may need help. What is the central channel image  about? 
I do think we can get rid of some of the out of focus and poorly lit images. But there are lots of good ones. I'm sorry to see so little collegial discussion before you were hit with this deletion onslaught. Please let me know if I can be of any help.",0
1429,"The X-Factor is Sean Waltman's signature move. Give me a few seconds, I'll watch YouTube and see if I can describe it.

few seconds pass*

As per this video, it looks like the X-Factor is simply a run of the mill sitting facebuster. He basically grabs the opponents head, jumps up, opponent jumps too, then he slams their face into the mat, in a seated position. He starts it off with a kick to the gut. Basically, the IP user would like a link to a wrestling move page, complete with a description of the move. 199.212.27.249",0
1430,"u r a scum bag 

u r a effin homo i am the most inportantest person in the world u can call my article about Brittany Mellor nonesense but that is rejecting my and dat little badge that said kindness on ur sandbox yeah thats not true cuz I AM brittany mellor and calling me nonesense is effin stupid u dick head!!!",0
1431,"Hi
Hello, I am editor who missed the Category debate, but I am against the reduction of all the surname cats to one cat, Category:Surnames. I would like to assemble editors who are against that decision, and also formulate arguments against the decision. There is a discussion on my talk page between me & another editor, and my argument was, for example: Parker is a surname of English language origin (in turn from French). It may be borne by individuals of various ethnicities/nationalities, but that doesn't mean we must add the cat Category:Latvian surnames or Category:Italian surnames to Parker, just because some individuals of that ethnicity/nationality may have the name (of expatriot origin, etc.).",0
1432,"Venkayle.com  

Welcome to Venkayle, connects your social life, share and cherish life memories with your friends around the world!

Venkayle is world awesome social networking site.

www.venkayle.com",0
1433,"""
Cheers.  (Talk | Contribs) """,0
1434,"Yeah, ZimZalaBim - who do you think you are?! (;",0
1435,"Don't edit other user's talk page entries 

I don't know what your intent was, but please don't ever do that again.",0
1436,"September 2007 (UTC)
The Proto-Europoid lineages F (K) and N may have come to South-Asia together with C and M. But this is still debatable. The old maternal lineage in the Mungo Man makes it even more complicated. Future will tell us more. 00:02, 26",0
1437,"""

Its is common knowledge in South India as to who the Sengunthar/ Kaikolar are and its not my problem if you've been living in a very close knit community or unaware of this.

1. The following is quoted from a legitimate third party website. http://globalindiamissions.org/newsletter/nwsltr0802.htm

The Kaikolan are a large Tamil and Telugu caste of weavers. There are seventy-two subdivisions (nadu or desams). Their name comes from a mythical hero and from the words """"kai"""" (hand) and """"koi"""" (shuttle). They consider the different parts of the loom to represent various gods and sages. They are also known as Sengundar, which means a red dagger, which is traced to the legend of the earth being harassed by demons, which led to the people asking the god Shiva to help them.

Traditionally, one girl in every family was set apart to be dedicated to temple service and becomes a """"Devdasi"""" (meaning female servant of god). In the temple, the girl is considered married to the temple deity but in practice becomes a prostitute, especially to the Brahmans and she learns traditional music and dancing.

2. This is taken from a journal research article with abundant valid references. This is as legitimate as it gets.

This article talks in much detail about how women from the Sengundhar/ Kaikola caste get into the sacred prostitution in temples.

""""Contending identities: Sacred prostitution and reform in colonial South India Priyadarshini Vijaisri A1, A1 Centre for the Study of Developing Societies (CSDS), New Delhi"""" South Asia: Journal of South Asian Studies Publisher: Routledge, part of the Taylor & Francis Group Issue: Volume 28, Number 3 / December 2005 Pages: 387 - 411

To view the complete article just register, its free.

Here are the links 

http://journalsonline.tandf.co.uk/link.asp?id=jv31l27518262711 If you cannot access it then just go to the following page and follow one of the links

http://www.google.com/search?hl=en&q;=Contending+identities%3A+Sacred+prostitution+and+reform+in+colonial+South+India

3. This is taken from another legitimate webiste http://www.go2southasia.org/l_peoples.html of a world renknown organisation recognised by many countries. They have no gain in just picking on the Sengunthar caste.

The KAIKOLAR people are a caste of weavers 1.5 million strong in southern India. They are Hindus and view different parts of the loom as representations of various gods and sages. Traditionally, each Kaikolar family sets aside one daughter to serve in a Hindu temple. That daughter is considered married to the temple deity—often the Hindu destroyer god Shiva. In practice, the daughter becomes a temple prostitute.

All 3 of the above references are quite legitimate and I can quote many more. There is no question of coincidence or any error in any of these sources.

""",0
1438,"you dont like terorists? they are just as a human as you are bi!&h.; i happen to love them and respect them for what they do. they are just simply doing what we were created for kill and destroy, take from the weak, strongest will survive. You the weak will die soon very soon and the earth will repeat this process over and over again. take care may my master have mercy on you.
anab ragad beckon sen di rakon. Akmon Elete Binadas bvade akhed. whenvdk",0
1439,"@2600:1006:b10d:3b1:14e8:c473:9b00:7111, You're still reverting edits.  104.156.240.153",0
1440,"Hey asshole 

I don't appreciate your fucking condescension. Yeah, that's right, I wikilinked it so you can look up those big words that so elude you. You better Shut The Fuck Up and shove your Wikipedian Assholifity (yeah i made up that word what are gonna do sue me, huh bitch?) right up your sore-from-taking-it-up-the-ass asshole. I saw an attempt to give a  nice little wikilink to a fun English usage, and you just fuck everything up. I'm gonna be bold, not like fucking pussies such as yourself.",0
1441,"Your Question 

On my recent Rfa you asked me how have I improved since my last Rfa. Though my Rfa is now over, I feel obliged to answer your question. In my last Rfa there was 2 major concerns:civility and edit warring. Since then I have stopped bitting newbies, and I have not said anything uncivil. I do not want to be a uncivil editor because that has a terrible effect on the community. I love the idea of wikipedia, and I want to help it, not hurt it. I have stopped edit warring as well. I have learned to stay away from wikipedia when under RL stress. When stressed you are more apt to act stupidly. Have a nice day:)",0
1442,"""

Agree with User:Termer: """"this is not an article about racial or ethnic purity but a list of Americans that have roots in Estonia.""""   """,0
1443,"Mr.Checkon ==
This man deserve mention but some fag admin keeps deleting it.

==",0
1444,"""

 Wikipedia:Neutral point of view 

Hi Jimbo, 
how much weight does fact have over consensus? http://en.wikipedia.org/wiki/Talk:Bing_(search_engine)#Requested_move the search engine is clearly the primary topic but it seems if anyone makes any stupid little argument it does not pass as consensus. Consensus can easily be gamed which is happening here. Is there a WP: page outlining these rules?  — Preceding unsigned comment added by 114.30.104.83   """,0
1445,"Howdy - certainly do. I have the condensed version of They Dared Mightily, also have The Team and The Men Who Persevered + there is the ADB entry online I think. Should be fairly easily to bash something out so might have a look in a bit. That said I may have reached the limit of my interest in wiki for the day, will have to see.",0
1446,"Though this is certainly a small article, but it is not so inconsequential as to warrant subsuming it within the Flame Trees article. 

It is a discography article, and should stand alone.

 22 May 2005",0
1447,"Original research by 82.124.250.35
I've added the Original research template to a comment this user made in this section. If a reference is not provided I will delete the comment.",0
1448,"""
Look over his edits. After I pointed out  that he and several others were teaming up on edits on HRC related articles [User:Muboshgu|Muboshgu]] decides to go through my edit history and attemt to disrupt the proposed deletion on Hillaryland, then low and behold the same few people follow him over to support him on the deletion page. Can I be blamed for not trusting him after that?  ☎ """,0
1449,"The request for deletion is part of an aggressive campaign motivated by personal conflict, as is the demand that notability is established. As The Vault was already covered in mainstream gaming press due to its extensive nature and release of numerous materials obtained by the editors from inside source, the notability is well established.
Unfortunately, as tags are added by anonymous persons and I lack the ability to verify the IP records, I cannot verify the identity of the persons responsible for the tags. However, given that we have been repeatedly harassed, bullied, and issued with legal threats from Nukapedia users and administrators, I believe this is yet another hostile act undertaken against the Vault and its editors. The article has stood unchallenged for years, with proper citations establishing its notability.",0
1450,"""

Yeah, I've dropped a message at an editor who's done some review on my past FACs. I'm going to ask a couple others as well.  ♫ """,0
1451,"""

I came to this this page because I wanted to learn more about the voice heard on a motivational recording published by the Stanford Institute. I bought one of their gold-colored vinyl recordings in 1968. The records sold nationwide. Franklyn MacCormack worked in an era when announcers often had voices which radiated high quality and commanded authority. My recording is designed to boost confidence, and it belies the description of his voice as """"gloomy."""" Franklyn MacCormack covers some of the same territory as Earl Nightingale, another Chicago-based announcer who made motivational recordings.""",0
1452,"That doesn't account for the fact that existing artwork doesn't stop existing when a country stop existing, unless the art is actually destroyed.  —  . Yada yada yada",0
1453,"""
No problem, thank you for helping here. As a newer user, I am all about learning and have been learning much from Antid who gave me  this NPA warning, to which my reaction was also """"What ..? That was not a comment on the contributor in any meaningful sense or a comment to which a WP:NPA warning seems relevant — But since he is so experienced a user, he must be  illustrating both the standard and the method of how to address it."""" Perhaps you can assist me to understand the difference between his NPA warning and mine? I want to make sure I am a responsible editor. I'm all ears.  """,0
1454,"""
There is something called clinical significance. We in medicine round because after a couple of digits it doesn't really matter. Maybe  (talk · contribs · email) (if I write on your page reply on mine) """,0
1455,"""==""""Multiculturalism""""==

Surrey is also fully representative of the multicultural mix of Canada

No, it isn't. Only about 13% of Canada's population belong to visible minorities, as opposed to 37% of Surrey. I've deleted the above sentence as it is not accurate.

""",0
1456,"Orangemarlin, you're an asshole and that's all there is to it!",0
1457,"László 

What is your problem?",0
1458,"""

 Semi-protected edit request on 2 June 2015 

Can you plz add """"Telugu"""" language to the section 7.2 as shown below
Present Text:

South Asian languages, including Bengali, Tamil, Punjabi, Hindi and Gujarati, are the largest grouping and are spoken by 2.7% of the UK population

After adding """"Telugu"""" it should look as below:

South Asian languages, including Bengali, Tamil, Punjabi, Hindi, Telugu and Gujarati, are the largest grouping and are spoken by 2.7% of the UK population
""",0
1459,"Merger proposal 

I propose that Wild Life (Protection) Amendment Act, 2002 be merged into Wildlife_Protection_Act,_1972. I think that the content in the Wild_Life_(Protection)_Amendment_Act,_2002 article can easily be explained in the context of  Wildlife_Protection_Act,_1972, Principle Act. See WP:MERGEREASON

and the  Wildlife_Protection_Act,_1972 article is of a reasonable size that the merging of Wild Life (Protection) Amendment Act, 2002 will not cause any problems as far as article size or undue weight is concerned.   priyadarshivishal23",0
1460,"Yup, I was referring to just below arbitrary break 2 when I mentioned this subsection if it wasn't clear.",0
1461,"Everyone should be able to read the IPA if they're on Wikipedia. If you can't, either educate yourself or get the fuck out of here. you cannot use a spelled pronunciation because the pronunciation of that will depend on the native dialect of the person reading it. An Australian will pronounce the same spelled pronunciation differently than an American will, don't you get it? You CAN'T use a spelled pronunciation unless only speakers of ONE dialect wil be reading it, which is not the case with Wikipedia. You MUST use the IPA!",0
1462,I'm talking about the KATU article where you said that there are non free images on there.,0
1463,"""
 Got it! Replying now -  ❤ """,0
1464,"""

 Possibly unfree File:Ajvdelft.jpg 
An image that you uploaded or altered, File:Ajvdelft.jpg, has been listed at Wikipedia:Possibly unfree images because its copyright status is unclear or disputed. If the image's copyright status cannot be verified, it may be deleted. You may find more information on the image description page. You are welcome to add comments to its entry at the discussion if you are interested in it not being deleted. Thank you. ~ '   ~ ' """,0
1465,"You don't Know
Wait a Minute, do you Wanna say that you know her Better I don't Think so, so stop editing the Page Because you , ,not me, YOU RUINED BOTH PAGES!!!! So Shut the Fuck up and let me editing the Page like I Know, Because you're a Liar and That's why I Editing the Tuna (Singer) Page ! Don't Erase that what i Wrote you or you have a Problem. -Rondakalitus-",0
1466,"For the record, if anyone can name a Jewish pro-life organization, or even a credible mention that such things exist, I will immediately remove the sentence that claims there aren't any.  This is a minor issue that's easily settled by reliance on sources.",0
1467,"Gregg Berhalter
At last, the real user comes out from behind his IP address. I think that your rant in what is supposed to be a Neutral summary of your position is indicative of your failure to follow Wikipedia policy. Again, your stubborn refusal to offer any concrete alternative is a demonstration of your bad faith.",0
1468,"Apprantly, now another user brought the page back",0
1469,"""
I'm not the """"paid editor"""" to which you referred, but I am gravely concerned by the proposal for a change to the terms of use that describes edits as """"deception"""" and allows anyone to make such accusations against any editor at any time. It is impossible for editors to prove they are *not* receiving some form of benefit. The examples of """"benefit"""" (which the WMF has tried to obfuscate now that some people have noticed the expansiveness of the proposal) includes things like receiving a t-shirt or a meal (any """"money, goods or services""""). Unfortunately, there's a great deal of handwaving about paid editing, but very little evidence that there's any greater bias in edits that are paid for than edits that are not.  A large number of the articles created in the latest paid editing """"scandal"""" are still present, and many that were deleted still easily met our notability standards. There is not a good faith editor who hasn't received some sort of benefit or reward from their work on Wikipedia. Nobody has yet demonstrated that people who are paid do any worse at editing Wikipedia than people who aren't paid.  Meanwhile, there's lots of evidence that people who want to push a point of view will not hesitate to accuse editors of being paid or otherwise having a serious conflict of interest (q.v., the Arbcom archives). The proposal is one more tool in the arsenal for people who are motivated to go after their opponents, and does absolutely nothing at all to improve the project.    """,0
1470,"Please do not add commercial links (or links to your own private websites) to Wikipedia.  Wikipedia is not a vehicle for advertising or a mere collection of external links.  You are, however, encouraged to add content instead of links to the encyclopedia. See the welcome page to learn more.  Thanks.     (talk)",0
1471,", 27 October 2011 (UTC)
Yes, bands do play during parades. And yes, parades still take during war. This text is from a published article, your doubts are only WP:OR and not enough to contradict the source. It is not just claimed by the Pakistani naval officer. It is a claim of a Pakistani naval officer quoted by an Indian airforce officer confirming it with his claims that the airforce pilots who made those attacks. The article is written by an Indian officer if you haven't checked yet. These claims are from both sides. You are only replying with WP:OR & WP:IDONTLIKEIT & WP:IDIDNTHEARTHAT. The word controversy represents this clash of claims. Since the other citations have not mentioned or refuted it yet this Indian source claims it, it is a controversy. Come back when you have some basis to argue upon.   18:06",0
1472,"""

 Seems that on this subject there is a real war (just click on """"History"""" for the offensive comments deleted by ). Will it ever be possible to carry out a NPOV discussion on this matter, without slinging mud at each other?  """,0
1473,"""  The OTRS email didn't give a more specific author. Do I replace it or ought I to keep it? ∴ChatMe! """,0
1474,I say leave till the episode airs or we have direct confirmation.,0
1475,"No Mention of the Michael Fagan incident? 

Why is the incident involving Michael Fagan not mentioned?",0
1476,"Non-notable KrakatoaKatie==
You and this other turd Riana dumped the article about Alison Crawford. Odds are you're not even in the UK to know who she is. It's hard to get over the fact that non-notable maggots like you can go around policing at Wikipedia, playing at and pretending to be notable yourselves, and fuck up the experience for the rest of us and make Wikipedia generally less effective and useful for Wikipedia visitors in general.

==",0
1477,"Turbo Jet
Is there any connection between RR and Turbo Jet, a villian featured in the first episode of the Spiderman TV series on MTV?",0
1478,"You translated much more clumsy, dude.
I just wanted Suvorov's name to be known to English speakers.",0
1479,Hi John Adams add me on Yahoo- readysetgo34@yahoo.com,0
1480,"Should be moved  

to 6th Space Operations Squadron",0
1481,"Userpage protection 

Hey, I noticed you protected my userpage located here: User:Chicken7. I had a retired tag on it because I was retired. But now I'm back so can youn please unprotect it. Thankyou. Chicken7",0
1482,"""Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.   talk contribs """,0
1483,""", 29 January 2009 (UTC)
Thanks a lot Matt... Again.  jan→  15:43""",0
1484,REDIRECT Talk:Dracula (1931 Spanish-language film),0
1485,"Sure thing 

You're welcome.  talk",0
1486,REDIRECT Talk:Cam Ranh Base,0
1487,"""It's complicated, but the date of the FIRST composition was almost certainly July, 1785 (a choral version using a male chorus and a """"cantus firmus"""" vocal line), followed by a purely instrumental version in November for the memorial service for the 2 prominent Masons (The Masonic Funeral Music). The July entry had to have been written in November since the event (the deaths/funeral music) was listed along with it. But in Mozart's catalog, he listed the MFM ahead of K.478 which was written in October. That sequence is one of several clues that he wrote it in a month preceeding October. For the category of the month of November, he did not enter the MFM. Why not? Because he wrote the piece in July - at least the CHORAL version. The 2 versions are nearly identical with the choral version essentially being the MFM with a chorus (for the most part). 
I have a copy of Mozart's Thematic Catalog. 
Mozart mistakenly (?) entered K.478 under July also (rather than October), but at least he entered the sequence of the 2 pieces correctly: K.477, K.478. There's other evidence, but it gets very lengthy and complicated. The sequence of those 2 pieces in his catalog plus no mention of the MFM in November should be sufficient evidence that the original music for the MFM was not composed in November. It was just a VERSION of it which was done in November, nearly identical to the first one. He dated the MUSIC correctly, but omitted the first and lesser event of the elevation of a visitng Mason to Master in August. Doing catch-up work on his catalog in November, he listed the more important event: the deaths of the 2 Masonic Brothers in November for which it was performed again. 

2 events, 1 set of music (essentially), composed prior to K.478, correctly listed under July for a Masonic ceremony in August, but the more important event (the deaths of the 2 Masonic Brothers) accompanied the entry, written in November due to some administrative procrastination on Mozart's part. 

Mozart normally entered the MUSIC only once in his catalog, not repeating an entry if it was essentially the same music for a different Event or purpose. 
In other words, his Thematic Catalog was primarily a book of Music - not Events, even though he also listed the event or person or opera, etc, along with it.
For example, if one of his operas was revived or produced in some city for the first time, he didn't list it again in his catalog. That would be an Event-Driven catalog. 
And in doing catch-up work on his catalog, evidently sometime in November (after November 7th when the 2nd Mason died), he listed the music as having been composed in July, but listed the event as being the deaths of the 2 men.
1 set of music, 2 events, the more important event listed in his catalog.    
His catalog is slightly messed up on that page, but mostly correct, and with pieces listed in the correct sequence - which may have been more important to Mozart than listing the correct date. 

If someone says """"July must be a mistake"""", they need to have their ducks lined up and explain why he listed the MFM prior to an October piece, and why he didn't list it under November. 
The """"mistake"""" theory is a push-button ejection seat, in some cases, and carried to extremes, one could claim that Beethoven wrote the MFM, with scholars mistakenly believing that it was Mozart's handwriting on the score and in the catalog. 
If """"July"""" was a mistake, prove it. 
I think July is correct, and there's a great deal of evidence to back it up - the first piece of evidence being that Mozart said so in his catalog. 
Web page article coming shortly.

Dave Morton. 

""",0
1488,"Looks pretty good now.  The only issue might be that it would be nice to have references to the history section.  I see no particular reason to distrust it, as such, so I don't feel that it will make or break the article.  Good job.",0
1489,"""
I do not know anything about Turkish communities in Germany, but if categories about one country are not categorized accurately, it doesn't mean that same should be done with categories of other countries. Also, if you warn me about revert warring why you behave like this by yourself? You are obviously disruptive user. I now included all villages with Hungarian majority in your category and I see no reason to include any other settlement there. Moreover, most settlements of Vojvodina are populated by many ethnic groups which make even more misleading to describe such settlements as exclusively """"Hungarian communities"""". Please stop your revert warring and disruptive behavior. 77.105.57.115  """,0
1490,"Thanks for the support, folks.",0
1491,"When formerly Khwarazmian was Turk sayed, undo change. But When Khwarazmian was Persian sayed, was accepted. 83.66.212.59",0
1492,I respect germany and regard them as my brothers. The same coldblooded warriors as us 77.248.185.98,0
1493,"Yup. It should go without saying that the most important thing regarding 'RfC conduct' is that an RfC should be properly worded in the first place. Except that we have already had an RfC on the same subject, with a clear and unambiguous conclusion. Not that the previous RfC was properly-worded either.",0
1494,"""

 WP:OUTING 

Again, I'm gonna report you, but please stop using personal names.   (talk) """,0
1495,"RPGe nominated for deletion 

this is insane. voice your opinion at Wikipedia:Articles for deletion/RPGe",0
1496,"And by the way, Fatty, edit summaries are fine on talk pages, but hardly necessary. Edit summaries explain why I do what I do.  That's not necessary on a talk page, the other editor simply has to read my comments.  Ok, shortbusser, I'll get along now. 68.218.222.40",0
1497,""" that acupressure is """"a traditional Chinese medicine (TCM) technique""""""",0
1498,"""

Hey, no problem, and thanks again for watching. The information is correct, but most of it was already there. I'll have to be more careful with my edit summaries. Once again thanks for being vigilant. I have to go to work know. Best wishes. Graham. Talk """,0
1499,"Reasons to inserting neutrality tags is very much funny   

 Requesting facts from Obi2canibe  

 SLT resorting to militancy due to their sympathy on Indian Tamils and Sinhalese by some government cruel actions against Indian Tamils and Sinhalese ( Indian Tamils - CC Act, Sinhalese - standardization). Better you can say You were hurt by Aryan Barbarian discrimination in India and since SLT unable to reach Aryan in India, SLT raised arms against Sinhalese who are also Aryan section. But give me references how Tamils get hurt from this and I will include them.
 Please give references to Tamil heritage out side of Sinhalese kingdom(With SLT). I will insert them to the article. 
 Let me know when Tamils drops the colonization (Land) is a major issue since this has clear relationship to Sinhalese expel in 1215. I will drop claim the conflict started to appear since 1215.
 Let me know you needs to start a section war crimes by both parties.
 Let me know you needs to include genocides by both parties. I only know genocides by LTTE (Temple tooth,muslim church, secreat tree, kent dollar farms,... ). I will merge it with your list",0
1500,"Dalai Blama 

You added a {{cleanup-ipa}} tag to the article Dalai Lama. What is this referring to?—(Talk!)",0
1501,hot chicks. AND MORE LIKELY GUYS BUTS AND BOLS.,0
1502,"Go away 

Go spread your Croatian Fascist Catholic propaganda on the Croatian Wikipedia. Here: Not Wanted! The world is fed up with genodical criminal Croats!",0
1503,"Also Lady Penelope ignores the 'The', but the first real one I found Lady Edward FitzGerald gives the correct title. However, I would agree it's very likely her title is not English.",0
1504,"""

This is tricky for me, as a Brit -  """,0
1505,to be honest? nope,0
1506,"""

 6 07:06, August 25, 2005 (UTC)""",0
1507,Stop being a douchebag prick monkeynut.,0
1508,"FYI, changed Kelly Richard from Miracmichi Centre, to Miramichi Bay Du Vin where she is running. Her real name is also Kelly Clancy King, changed that too.",0
1509,"""
   This article was nominated for deletion . The result of the discussion was Redirect to School District 37 Delta.""",0
1510,"I personally do like the hidden list, but I think we should take out all the inactive guys, like Jose Vidro, Scott Spiezio, Jay Gibbons, and etc. And I agree that 108 is too low. What about the next 20  (including ties) players for the hidden list?",0
1511,"""Yes I'm finding it tiresome too. I don't want the wording to say """"requested"""". The wording on the UK Web Site Consortium says clearly """"This site was selected for preservation by the British Library."""" I therefore feel that quoting the exact words from the Consortium's web site should be entirely acceptable. 81.155.184.66  

""",0
1512,"""

Absolutely there is a difference.  However, the definition of celebacy is not """"abstaining from desire,"""" but is rather (from the dictionary):

• an unmarried status 
• chastity; abstaining from sexual relations (as because of religious vows) 

An asexual person could certainly take part in a religious calling or tradition that involves the celibate life.  """,0
1513,"""From [Wilf et al.]: 

 """"Was Marco a believer? We had many discussions about religion in the past, but they are too personal to be reported in this note.""""  Foata (ibid.)
 Note: Keep in mind, this was an In Memoriam.""",0
1514,how dare you i did research dont you know who i am,0
1515,"""

By the way, your 'reference' is about Alexander the Great and Macedon, and makes a passing reference to """"Cleitus, the King of Dardani"""". No administrator will take you seriosly with such flimsy references. Nothing about Kosovo (a name which was introduced much much later being centre of Dardani). Your edits are nothing but chauvanistic attempt to prove a continuity that does not exist   """,0
1516,"You have a well documented record of POV behavior on the subject of Israel. You have no authority, now or at any time in the future, to lecture me or any editor on what is proper or improper behavior.",0
1517,"Off the top of my head: Diomedes is the youngest king among the Greek contingent at Troy, while Ajax is a more experienced warrior. Ajax's role in the army is often defensive and he's used to hold the line, whereas Diomedes is more 'lion-like', he goes looking for combat. Ajax is consistently referred to as the second greatest warrior at Troy, in the Iliad, but this is made somewhat confusing in Book 23. Ajax is defeated by Diomedes in the fight-in-arms at the funeral games. Ajax is in many ways the paragon of fighting-virtue without great divine favour, and this can only take him so far. I hope this helps some.",0
1518,"""

Quit whining and being uncivil about how the two characters are similar and provide some proof. Your edits will be reverted every single time if you dont. 

Concerning the strong similarity to Durham Red, its pretty ovbious. Just looking up pics of them proves it. It would really need a source if it said """"The character Rayne from Bloodrayne was inspired by Durham Red"""".    JUSTICE IS SERVED! """,0
1519,How did i get blocked until 2009????????????????????,0
1520,"Actually now that I think about it, I really don't know the rules for maps. I can't think of anyone specific who is good with them either, so try the copyright help desk, hopefully someone who really knows their stuff will answer your question quickly. Just say you want to use these maps in whatever article you're going to put them in, but you don't know what license they are. Haha, sorry I ended up being not that helpful.",0
1521,"Fyi
Based on your recent comments at ANI, I thought you might find this of interest.",0
1522,"""

 I will edit again to make more balanced.  But would you agree with me that a person who has been found guilty for misrepresenting human rights victims should not be listed as being """"known for"""" assisting human rights victims.""",0
1523,"Be advised
I've publicly responded to your comment and have called you a liar, you left me little choice.",0
1524,"It is a good effort, but not appropriate that early in the article, and it repeats FCB material. Less tends to be more with the introduction. Sorry.",0
1525,"That may be true, but 1) that is not what the sentence in question says, and 2) any such statement needs to be explicitly attributed in the text, since it is an interpretation.",0
1526,"""

What I meant was that regardless of the time taken, if a given protein transports the same amount in either direction (say, 1 glucose) and the transport protein cannot change its cofiguration back without transporting in the reverse direction, how can concentration on either side ever change? Ex. I have 10 particles outside, 5 inside, and 1 protein, whenever 1 goes in, this changes to 9 outside, 6 inside, but can never get to 8 outside, 7 inside because the protein's substrate binding spot is now inside, which means it cannot bind a new particle from the outside without first transporting a molecule from the inside back out, turning it back to 10 out, 5 in. clawx """,0
1527,"""

 Thank you very much! I wish the same to you. What someone say, the smiley-tool is not suitable for Wikipedia is exactly the other. It now becomes a main goal of of Mediawiki (which seems a conclusion of the more and more declining user-numbers). See for example mw:Social tools It should be more users like you here. Best wishes. → User: Perhelion  """,0
1528,"""
Considering the hour, and the fact that some of the involved people haven't responded yet, I think I'll hold off on the archiving till tomorrow. I'll probably do all but the first existing thread and this one, and any subsequent threads. Follow-up question, though: What format should the """"position statements"""" take? Individually, collectively, maybe """"pro"""" and """"con"""" regarding certain issues, or something else.  """,0
1529,"""

 1947-48 Palestinian Civil War 

3 volunteers worked hard to translate this and they made a great job.
Nevertheless nuances are not always easy to translate and sometimes they skipped sentences that didn't understand in French. 2-3 times they modified the meaning -for what I understand of English-.
More the absence of """"main articles"""" may bias the information.
I think it would be worth you could read back all this.
Regards,  """,0
1530,"I'm satisfied with your conclusions (and also that, even though you don't say anything clearly, I can see what might be your opinion about this IP) and I will no longer make sockpuppetry accusations in edit summaries. I just hope that Buspar will listen to your recommandations and will also stop harassing me through edit wars.",0
1531,[User:RyanCahn|RyanCahn]] 6:04 PM August 4 2005.,0
1532,Tawker you can lick my balls too.,0
1533,"Your (1) is sophistic word games, and your (2) contradicts the introductory paragraphs of the very policy you're trying to cite. I'm not going to discuss this with you further.",0
1534,"""
 Just FYI, Rainbow Dash, your rollbacks are in support of an editor who is making the change not because of a good faith belief but in order to push a point. From MS's talk page: """"I personaly don't want to challenge the higher rank of articles yet, because unfortunately my consensus would be faced by a lot of Biasness. I'll take the lower rank of articles and work my up."""" 76.204.89.112  """,0
